time,source,level
2022-11-29 22:48:38.216+0000,battery,79.0
2022-11-29 22:49:08.237+0000,battery,79.0
2022-11-29 22:49:38.275+0000,battery,79.0
2022-11-29 22:50:08.301+0000,battery,79.0
2022-11-29 22:50:38.349+0000,battery,79.0
2022-11-29 22:51:08.374+0000,battery,79.0
2022-11-29 22:51:38.422+0000,battery,79.0
2022-11-29 22:52:08.460+0000,battery,79.0
2022-11-29 22:52:38.489+0000,battery,79.0
2022-11-29 22:53:08.561+0000,battery,79.0
2022-11-29 22:53:38.588+0000,battery,79.0
2022-11-29 22:54:08.617+0000,battery,79.0
2022-11-29 22:54:38.647+0000,battery,79.0
2022-11-29 22:55:08.677+0000,battery,79.0
2022-11-29 22:55:38.703+0000,battery,79.0
2022-11-29 22:56:08.729+0000,battery,79.0
2022-11-29 22:56:38.769+0000,battery,79.0
2022-11-29 22:57:08.795+0000,battery,79.0
2022-11-29 22:57:38.821+0000,battery,79.0
2022-11-29 22:58:08.844+0000,battery,79.0
2022-11-29 22:58:38.878+0000,battery,79.0
2022-11-29 22:59:08.909+0000,battery,79.0
2022-11-29 22:59:38.929+0000,battery,79.0
2022-11-29 23:00:08.954+0000,battery,79.0
2022-11-29 23:00:38.982+0000,battery,79.0
2022-11-29 23:01:09.014+0000,battery,79.0
2022-11-29 23:01:39.042+0000,battery,79.0
2022-11-29 23:02:09.073+0000,battery,79.0
2022-11-29 23:02:39.128+0000,battery,79.0
2022-11-29 23:03:09.160+0000,battery,79.0
2022-11-29 23:03:39.183+0000,battery,79.0
2022-11-29 23:04:09.210+0000,battery,79.0
2022-11-29 23:04:39.237+0000,battery,79.0
2022-11-29 23:05:09.267+0000,battery,79.0
2022-11-29 23:05:39.300+0000,battery,79.0
2022-11-29 23:06:09.330+0000,battery,79.0
2022-11-29 23:06:39.364+0000,battery,78.0
2022-11-29 23:07:09.400+0000,battery,78.0
2022-11-29 23:07:39.427+0000,battery,78.0
2022-11-29 23:08:09.463+0000,battery,78.0
2022-11-29 23:08:39.489+0000,battery,78.0
2022-11-29 23:09:09.517+0000,battery,78.0
2022-11-29 23:09:39.542+0000,battery,78.0
2022-11-29 23:10:09.574+0000,battery,78.0
2022-11-29 23:10:39.595+0000,battery,78.0
2022-11-29 23:11:09.623+0000,battery,78.0
2022-11-29 23:11:39.652+0000,battery,78.0
2022-11-29 23:12:09.679+0000,battery,78.0
2022-11-29 23:12:39.742+0000,battery,78.0
2022-11-29 23:13:09.766+0000,battery,78.0
2022-11-29 23:13:39.838+0000,battery,78.0
2022-11-29 23:14:09.862+0000,battery,78.0
2022-11-29 23:14:39.886+0000,battery,78.0
2022-11-29 23:15:09.912+0000,battery,78.0
2022-11-29 23:15:39.945+0000,battery,78.0
2022-11-29 23:16:09.974+0000,battery,78.0
2022-11-29 23:16:39.993+0000,battery,78.0
2022-11-29 23:17:10.020+0000,battery,78.0
2022-11-29 23:17:40.046+0000,battery,78.0
2022-11-29 23:18:10.069+0000,battery,77.0
2022-11-29 23:18:40.106+0000,battery,77.0
2022-11-29 23:19:10.153+0000,battery,77.0
2022-11-29 23:19:40.179+0000,battery,77.0
2022-11-29 23:20:10.211+0000,battery,77.0
2022-11-29 23:20:40.260+0000,battery,77.0
2022-11-29 23:21:10.304+0000,battery,77.0
2022-11-29 23:21:40.355+0000,battery,77.0
2022-11-29 23:22:10.381+0000,battery,77.0
2022-11-29 23:22:40.407+0000,battery,77.0
2022-11-29 23:23:10.443+0000,battery,77.0
2022-11-29 23:23:40.469+0000,battery,77.0
2022-11-29 23:24:10.503+0000,battery,77.0
2022-11-29 23:24:40.534+0000,battery,77.0
2022-11-29 23:25:10.555+0000,battery,77.0
2022-11-29 23:25:40.580+0000,battery,77.0
2022-11-29 23:26:10.610+0000,battery,77.0
2022-11-29 23:26:40.639+0000,battery,77.0
2022-11-29 23:27:10.661+0000,battery,77.0
2022-11-29 23:27:40.678+0000,battery,77.0
2022-11-29 23:28:10.702+0000,battery,77.0
2022-11-29 23:28:40.745+0000,battery,77.0
2022-11-29 23:29:10.794+0000,battery,77.0
2022-11-29 23:29:40.811+0000,battery,76.0
2022-11-29 23:30:10.826+0000,battery,76.0
2022-11-29 23:30:40.868+0000,battery,76.0
2022-11-29 23:31:10.904+0000,battery,76.0
2022-11-29 23:31:40.948+0000,battery,76.0
2022-11-29 23:32:10.975+0000,battery,76.0
2022-11-29 23:32:40.982+0000,battery,76.0
2022-11-29 23:33:11.012+0000,battery,76.0
2022-11-29 23:33:41.032+0000,battery,76.0
2022-11-29 23:34:11.059+0000,battery,76.0
2022-11-29 23:34:41.085+0000,battery,76.0
2022-11-29 23:35:11.112+0000,battery,76.0
2022-11-29 23:35:41.140+0000,battery,76.0
2022-11-29 23:36:11.165+0000,battery,76.0
2022-11-29 23:36:41.199+0000,battery,76.0
2022-11-29 23:37:11.238+0000,battery,76.0
2022-11-29 23:37:41.265+0000,battery,76.0
2022-11-29 23:38:11.291+0000,battery,76.0
2022-11-29 23:38:41.317+0000,battery,75.0
2022-11-29 23:39:11.368+0000,battery,75.0
2022-11-29 23:39:41.391+0000,battery,75.0
2022-11-29 23:40:11.419+0000,battery,75.0
2022-11-29 23:40:41.486+0000,battery,75.0
2022-11-29 23:41:11.513+0000,battery,75.0
2022-11-29 23:41:41.544+0000,battery,75.0
2022-11-29 23:42:11.565+0000,battery,75.0
2022-11-29 23:42:41.592+0000,battery,75.0
2022-11-29 23:43:11.715+0000,battery,75.0
2022-11-29 23:43:41.754+0000,battery,75.0
2022-11-29 23:44:11.803+0000,battery,75.0
2022-11-29 23:44:41.847+0000,battery,75.0
2022-11-29 23:45:11.895+0000,battery,75.0
2022-11-29 23:45:41.922+0000,battery,75.0
2022-11-29 23:46:11.950+0000,battery,75.0
2022-11-29 23:46:41.975+0000,battery,75.0
2022-11-29 23:47:12.005+0000,battery,75.0
2022-11-29 23:47:42.070+0000,battery,75.0
2022-11-29 23:48:12.087+0000,battery,74.0
2022-11-29 23:48:42.105+0000,battery,74.0
2022-11-29 23:49:12.127+0000,battery,74.0
2022-11-29 23:49:42.151+0000,battery,74.0
2022-11-29 23:50:12.178+0000,battery,74.0
2022-11-29 23:50:42.208+0000,battery,74.0
2022-11-29 23:51:12.234+0000,battery,74.0
2022-11-29 23:51:42.260+0000,battery,74.0
2022-11-29 23:52:12.323+0000,battery,74.0
2022-11-29 23:52:42.366+0000,battery,74.0
2022-11-29 23:53:12.415+0000,battery,74.0
2022-11-29 23:53:42.518+0000,battery,74.0
2022-11-29 23:54:12.558+0000,battery,74.0
2022-11-29 23:54:42.573+0000,battery,73.0
2022-11-29 23:55:12.596+0000,battery,73.0
2022-11-29 23:55:42.644+0000,battery,73.0
2022-11-29 23:56:12.701+0000,battery,73.0
2022-11-29 23:56:42.742+0000,battery,73.0
2022-11-29 23:57:12.806+0000,battery,73.0
2022-11-29 23:57:42.831+0000,battery,73.0
2022-11-29 23:58:12.865+0000,battery,73.0
2022-11-29 23:58:42.892+0000,battery,73.0
2022-11-29 23:59:12.954+0000,battery,73.0
2022-11-29 23:59:42.985+0000,battery,73.0
